,Description,Date,Month,Year,Shooting,Local,Latitude,Longitude,zipcode
1532,FRAUD,5/8/2013,5,2013,No,No,42.31240924,-71.09155653,02121
1533,OTHER LARCENY,9/23/2013,9,2013,No,No,42.30607288,-71.08626837,02121
1534,Argue,2/27/2013,2,2013,No,No,42.28442253,-71.15354741,02132
1535,OTHER,3/25/2013,3,2013,No,No,42.35657634,-71.05077956,02110
1536,OTHER LARCENY,1/15/2013,1,2013,No,No,42.31529557,-71.07543333,02125
1537,VAL,7/22/2013,7,2013,No,No,42.32003502,-71.09299654,02119
1538,DRUG CHARGES,8/29/2013,8,2013,No,No,42.34130529,-71.0547108,02127
1539,PersLoc,4/3/2013,4,2013,No,No,42.24444198,-71.11906936,02136
1540,MVAcc,10/2/2013,10,2013,No,No,42.36246135,-71.14057954,02135
1541,OTHER LARCENY,6/1/2013,6,2013,No,No,42.33047135,-71.07485956,02119
1542,VAL,3/7/2013,3,2013,No,No,42.29510635,-71.07822456,02124
1543,TOWED,1/19/2013,1,2013,No,No,42.32423431,-71.08140247,02119
1544,EMBEZELLMENT,12/12/2013,12,2013,No,No,42.30199635,-71.06005956,02122
1545,PropLost,11/19/2013,11,2013,No,No,42.34496316,-71.16949876,02135
1546,Ballist,6/15/2013,6,2013,No,No,42.32463135,-71.07164956,02119
1547,VANDALISM,5/23/2013,5,2013,No,No,42.38665134,-71.00672958,02128
1548,Arrest,10/3/2013,10,2013,No,No,42.27860136,-71.17167454,02132
1549,AGGRAVATED ASSAULT,5/30/2013,5,2013,No,No,42.31484136,-71.09727956,02119
1550,DRUG CHARGES,7/17/2013,7,2013,No,No,42.26953722,-71.09075535,02126
1551,OTHER LARCENY,5/20/2013,5,2013,No,No,42.34095635,-71.14719453,02135
1552,AUTO THEFT,8/7/2013,8,2013,No,No,42.25332136,-71.12969954,02136
1553,TOWED,1/10/2013,1,2013,No,No,42.37167634,-71.03560958,02128
1554,VAL,2/24/2013,2,2013,No,No,42.34904741,-71.1364789,02134
1555,RESIDENTIAL BURGLARY,10/1/2013,10,2013,No,No,42.31214486,-71.05199914,02125
1556,AGGRAVATED ASSAULT,11/2/2013,11,2013,No,No,42.35624135,-71.06218957,02108
1557,DRUG CHARGES,11/29/2013,11,2013,No,No,42.29348053,-71.07346187,02124
1558,MVAcc,11/18/2013,11,2013,No,No,42.32964135,-71.05774956,02127
1559,OTHER LARCENY,5/18/2013,5,2013,No,No,42.34294635,-71.08829955,02115
1560,VAL,12/4/2013,12,2013,No,No,42.35797135,-71.12648954,02134
1561,PersLoc,5/9/2013,5,2013,No,No,42.28337873,-71.07390146,02124
1562,MedAssist,11/9/2013,11,2013,No,No,42.30963635,-71.10584455,02130
1563,VANDALISM,5/9/2013,5,2013,No,No,42.24684637,-71.12204955,02136
1564,SIMPLE ASSAULT,4/6/2013,4,2013,No,No,42.28284767,-71.09393329,02126
1565,LARCENY FROM MOTOR VEHICLE,7/21/2013,7,2013,No,No,42.32104128,-71.07209693,02125
1566,DISORDERLY,1/13/2013,1,2013,No,No,42.35853201,-71.05284634,02110
1567,SIMPLE ASSAULT,7/19/2013,7,2013,No,No,42.31387556,-71.06380408,02125
1568,OTHER LARCENY,3/21/2013,3,2013,No,No,42.34865634,-71.08256955,02199
1569,FRAUD,6/25/2013,6,2013,No,No,42.28160136,-71.14350954,02131
1570,LARCENY FROM MOTOR VEHICLE,5/31/2013,5,2013,No,No,42.28378754,-71.12835461,02131
1571,DRUG CHARGES,9/10/2013,9,2013,No,No,42.31441636,-71.08529454,02121
1572,32GUN,3/30/2013,3,2013,No,No,42.35181472,-71.15647048,02135
1573,FRAUD,6/18/2013,6,2013,No,No,42.31375635,-71.09578955,02119
1574,SIMPLE ASSAULT,10/29/2013,10,2013,No,No,42.34638135,-71.08482955,02199
1575,MVAcc,2/18/2013,2,2013,No,No,42.30933136,-71.11554955,02130
1576,MedAssist,8/1/2013,8,2013,No,No,42.27968283,-71.07145617,02124
1577,VAL,5/18/2013,5,2013,No,No,42.35212135,-71.12489954,02215
1578,DRUG CHARGES,5/22/2013,5,2013,No,No,42.35111635,-71.15319953,02135
1579,SIMPLE ASSAULT,6/4/2013,6,2013,No,No,42.30094765,-71.12704298,02130
1580,OTHER LARCENY,1/5/2013,1,2013,No,No,42.31889344,-71.06731642,02125
1581,LARCENY FROM MOTOR VEHICLE,4/13/2013,4,2013,No,No,42.28065221,-71.06041123,02124
1582,MedAssist,5/3/2013,5,2013,No,No,42.33151135,-71.07083456,02118
1583,Argue,7/5/2013,7,2013,No,No,42.31013635,-71.08759455,02121
1584,DRUG CHARGES,4/11/2013,4,2013,No,No,42.28395136,-71.06479957,02124
1585,RESIDENTIAL BURGLARY,3/22/2013,3,2013,No,No,42.34277015,-71.07152556,02118
1586,PropFound,4/27/2013,4,2013,No,No,42.28482636,-71.13116456,02131
1587,Argue,11/24/2013,11,2013,No,No,42.33954135,-71.05201456,02127
1588,PropLost,6/23/2013,6,2013,No,No,42.31348491,-71.05928702,02125
1589,Harass,7/5/2013,7,2013,No,No,42.29654789,-71.06707912,02124
1590,InvProp,5/23/2013,5,2013,No,No,42.27742636,-71.11829455,02131
1591,VANDALISM,12/21/2013,12,2013,No,No,42.35791093,-71.13212647,02134
1592,VANDALISM,11/15/2013,11,2013,No,No,42.30952406,-71.08991199,02121
1593,InvPer,2/16/2013,2,2013,No,No,42.31789635,-71.06706956,02125
1594,TOWED,11/1/2013,11,2013,No,No,42.33032635,-71.09472955,02119
1595,FRAUD,12/18/2013,12,2013,No,No,42.31046635,-71.05676457,02125
1596,PropFound,3/4/2013,3,2013,No,No,42.33372337,-71.09095643,02120
1597,LARCENY FROM MOTOR VEHICLE,4/4/2013,4,2013,No,No,42.30005635,-71.08429455,02121
1598,PropFound,7/6/2013,7,2013,No,No,42.30734135,-71.08199956,02121
1599,AGGRAVATED ASSAULT,11/11/2013,11,2013,No,No,42.32519135,-71.10549955,02130
1600,OTHER LARCENY,3/17/2013,3,2013,No,No,42.32364564,-71.11090904,02130
1601,LARCENY FROM MOTOR VEHICLE,8/11/2013,8,2013,No,No,42.32300019,-71.08108899,02119
1602,VANDALISM,2/14/2013,2,2013,No,No,42.30182635,-71.06128456,02122
1603,VANDALISM,3/26/2013,3,2013,No,No,42.2757766,-71.12431839,02131
1604,Restrain,9/24/2013,9,2013,No,No,42.28739788,-71.06193281,02124
1605,VAL,9/3/2013,9,2013,No,No,42.34885635,-71.08964455,02215
1606,OTHER LARCENY,8/3/2013,8,2013,No,No,42.28723214,-71.15304276,02132
1607,Argue,6/5/2013,6,2013,No,No,42.2762352,-71.16644825,02132
1608,Service,11/30/2013,11,2013,No,No,42.28712136,-71.08417956,02124
1609,PropFound,9/20/2013,9,2013,No,No,42.36047634,-71.07081956,02114
1610,Service,7/2/2013,7,2013,No,No,42.34733135,-71.06439957,02111
1611,MedAssist,6/4/2013,6,2013,No,No,42.37789134,-71.03995957,02128
1612,AUTO THEFT,9/9/2013,9,2013,No,No,42.35727135,-71.07266956,02108
1613,OTHER LARCENY,2/23/2013,2,2013,No,No,42.33394861,-71.07537988,02118
1614,RESIDENTIAL BURGLARY,7/2/2013,7,2013,No,No,42.35174798,-71.1301418,02134
1615,MedAssist,9/13/2013,9,2013,No,No,42.35244635,-71.14740453,02135
1616,VAL,12/28/2013,12,2013,No,No,42.37874134,-71.03493957,02128
1617,MedAssist,3/16/2013,3,2013,No,No,42.36240114,-71.06941954,02114
1618,VAL,9/28/2013,9,2013,No,No,42.36253135,-71.05583957,02109
1619,FRAUD,11/22/2013,11,2013,No,No,42.28278636,-71.13930454,02131
1620,OTHER LARCENY,6/1/2013,6,2013,No,No,42.36114134,-71.06665456,02114
1621,SIMPLE ASSAULT,12/27/2013,12,2013,No,No,42.35153635,-71.07188456,02116
1622,VAL,12/1/2013,12,2013,No,No,42.30551136,-71.06788957,02122
1623,FRAUD,5/25/2013,5,2013,No,No,42.36535688,-71.06151511,02114
1624,InvPer,4/22/2013,4,2013,No,No,42.30853701,-71.0721266,02121
1625,RESIDENTIAL BURGLARY,3/25/2013,3,2013,No,No,42.28312406,-71.08648297,02124
1626,BENoProp,9/10/2013,9,2013,No,No,42.29540042,-71.08236935,02124
1627,FRAUD,3/14/2013,3,2013,No,No,42.35428135,-71.13188954,02134
1628,Bomb,4/22/2013,4,2013,No,No,42.35894134,-71.05879456,02108
1629,MVAcc,8/3/2013,8,2013,No,No,42.30057136,-71.05920957,02122
1630,PersMiss,8/18/2013,8,2013,No,No,42.34198635,-71.07085456,02118
1631,VAL,8/13/2013,8,2013,No,No,42.35318635,-71.07266456,02116
1632,SIMPLE ASSAULT,6/7/2013,6,2013,No,No,42.33325635,-71.07289955,02118
1633,InvProp,10/20/2013,10,2013,No,No,42.28033137,-71.07546956,02124
1634,MedAssist,4/27/2013,4,2013,No,No,42.33558135,-71.03846457,02127
1635,FIRE,5/19/2013,5,2013,No,No,42.31943348,-71.10425253,02130
1636,VAL,9/11/2013,9,2013,No,No,42.24898137,-71.12796454,02136
1637,RESIDENTIAL BURGLARY,2/4/2013,2,2013,No,No,42.29538451,-71.08926776,02124
1638,FIRE,2/20/2013,2,2013,No,No,42.35358988,-71.07254873,02116
1639,MedAssist,8/19/2013,8,2013,No,No,42.23578637,-71.13031955,02136
1640,LARCENY FROM MOTOR VEHICLE,9/8/2013,9,2013,No,No,42.32260659,-71.06980213,02119
1641,OTHER LARCENY,9/1/2013,9,2013,No,No,42.33867135,-71.07141956,02118
1642,TOWED,10/8/2013,10,2013,No,No,42.34377135,-71.07038455,02118
1643,VANDALISM,10/31/2013,10,2013,No,No,42.31432635,-71.08165955,02121
1644,MVAcc,11/27/2013,11,2013,No,No,42.33696135,-71.09363955,02115
1645,LARCENY FROM MOTOR VEHICLE,12/29/2013,12,2013,No,No,42.29018867,-71.04731414,02122
1646,DRUG CHARGES,3/29/2013,3,2013,No,No,42.32287135,-71.10172955,02130
1647,LARCENY FROM MOTOR VEHICLE,12/8/2013,12,2013,No,No,42.27622636,-71.13938954,02131
1648,OTHER LARCENY,10/21/2013,10,2013,No,No,42.34326135,-71.10258955,02215
1649,OPERATING UNDER INFLUENCE,5/14/2013,5,2013,No,No,42.29388755,-71.08451125,02124
1650,MedAssist,5/1/2013,5,2013,No,No,42.28242942,-71.09448186,02126
1651,PersLoc,7/3/2013,7,2013,No,No,42.26670799,-71.10291328,02126
1652,OTHER LARCENY,7/4/2013,7,2013,No,No,42.2793676,-71.13237271,02131
1653,ROBBERY,10/12/2013,10,2013,No,No,42.3131499,-71.09472626,02119
1654,Argue,9/27/2013,9,2013,No,No,42.27417674,-71.06289771,02124
1655,AUTO THEFT,7/10/2013,7,2013,No,No,42.3458854,-71.1384229,02135
1656,LARCENY FROM MOTOR VEHICLE,6/19/2013,6,2013,No,No,42.3653683,-71.06448933,02114
1657,InvPer,8/28/2013,8,2013,No,No,42.27622636,-71.13938954,02131
1658,PropFound,5/27/2013,5,2013,No,No,42.30313229,-71.08581309,02121
1659,VAL,2/19/2013,2,2013,No,No,42.34873497,-71.13549175,02134
1660,DRUG CHARGES,7/18/2013,7,2013,No,No,42.25721145,-71.12543644,02136
1661,Argue,3/20/2013,3,2013,No,No,42.31915635,-71.07776456,02119
1662,LARCENY FROM MOTOR VEHICLE,10/2/2013,10,2013,No,No,42.28773137,-71.13065955,02131
1663,VANDALISM,12/15/2013,12,2013,No,No,42.3180139,-71.0738922,02125
1664,TOWED,8/3/2013,8,2013,No,No,42.36001634,-71.06775456,02114
1665,AGGRAVATED ASSAULT,8/28/2013,8,2013,No,No,42.29418595,-71.04974567,02122
1666,VAL,2/19/2013,2,2013,No,No,42.35144135,-71.07559956,02116
1667,InvProp,4/6/2013,4,2013,No,No,42.28488051,-71.06321724,02124
1668,LARCENY FROM MOTOR VEHICLE,3/26/2013,3,2013,No,No,42.38262135,-71.03770457,02128
1669,FRAUD,3/1/2013,3,2013,No,No,42.33829131,-71.15417745,02135
1670,MVAcc,7/1/2013,7,2013,No,No,42.34260135,-71.05459957,02127
1671,PersMiss,3/8/2013,3,2013,No,No,42.28664136,-71.08197956,02124
1672,32GUN,1/8/2013,1,2013,No,No,42.28714136,-71.14857453,02132
1673,VANDALISM,12/22/2013,12,2013,No,No,42.34576135,-71.10003455,
1674,LARCENY FROM MOTOR VEHICLE,11/15/2013,11,2013,No,No,42.34874135,-71.08564956,02115
1675,MedAssist,3/17/2013,3,2013,No,No,42.34248635,-71.06557456,02118
1676,PropLost,11/24/2013,11,2013,No,No,42.29805136,-71.05773457,02122
1677,FRAUD,11/2/2013,11,2013,No,No,42.31857136,-71.08766454,02119
1678,DRUG CHARGES,3/25/2013,3,2013,No,No,42.29754136,-71.05973457,02122
1679,SIMPLE ASSAULT,11/4/2013,11,2013,No,No,42.30908096,-71.05098805,02125
1680,InvPer,5/3/2013,5,2013,No,No,42.28935475,-71.1356608,02131
1681,VAL,12/27/2013,12,2013,No,No,42.36694134,-71.05853957,02114
1682,FRAUD,5/25/2013,5,2013,No,No,42.34644135,-71.06981456,02116
1683,BENoProp,1/9/2013,1,2013,No,No,42.3043075,-71.08205105,02121
1684,PropDam,10/7/2013,10,2013,No,No,42.31833135,-71.06375456,02125
1685,InvPer,9/30/2013,9,2013,No,No,42.35145135,-71.08046956,02116
1686,OTHER LARCENY,11/29/2013,11,2013,No,No,42.32217135,-71.08506955,02119
1687,FIRE,6/14/2013,6,2013,No,No,42.30438619,-71.05570967,02122
1688,VAL,5/28/2013,5,2013,No,No,42.29072136,-71.05663957,02124
1689,LARCENY FROM MOTOR VEHICLE,3/24/2013,3,2013,No,No,42.29520705,-71.06069288,02122
1690,SearchWarr,6/4/2013,6,2013,No,No,42.33175135,-71.04252457,02127
1691,MedAssist,4/15/2013,4,2013,No,No,42.34977635,-71.07842956,02116
1692,VANDALISM,2/6/2013,2,2013,No,No,42.26715636,-71.15073954,02132
1693,07RV,5/17/2013,5,2013,No,No,42.31675135,-71.06101956,02125
1694,TRESPASS,6/29/2013,6,2013,No,No,42.35602134,-71.06174456,02108
1695,VANDALISM,9/5/2013,9,2013,No,No,42.36639134,-71.03632958,02128
1696,ROBBERY,3/4/2013,3,2013,No,No,42.32463135,-71.07164956,02119
1697,OTHER LARCENY,11/15/2013,11,2013,No,No,42.38323134,-71.06854956,02129
1698,OTHER LARCENY,5/8/2013,5,2013,No,No,42.34221135,-71.08706955,02115
1699,LARCENY FROM MOTOR VEHICLE,11/21/2013,11,2013,No,No,42.29277604,-71.04778011,02122
1700,SIMPLE ASSAULT,3/13/2013,3,2013,No,No,42.33960135,-71.07699955,02118
1701,OTHER LARCENY,5/21/2013,5,2013,No,No,42.28325136,-71.09168956,02126
1702,SIMPLE ASSAULT,3/3/2013,3,2013,No,No,42.35029134,-71.04835956,02210
1703,MedAssist,1/23/2013,1,2013,No,No,42.33000135,-71.09130955,02119
1704,VAL,11/14/2013,11,2013,No,No,42.29987636,-71.11360455,02130
1705,Harass,11/14/2013,11,2013,No,No,42.32886294,-71.09657444,02119
1706,InvPer,8/22/2013,8,2013,No,No,42.35647634,-71.05929456,02109
1707,InvPer,12/5/2013,12,2013,No,No,42.30864135,-71.06199456,02122
1708,OTHER LARCENY,2/23/2013,2,2013,No,No,42.29230135,-71.04801957,02122
1709,SIMPLE ASSAULT,11/12/2013,11,2013,No,No,42.29717749,-71.06684406,02124
1710,PersLoc,12/30/2013,12,2013,No,No,42.28646636,-71.08863955,02124
1711,FRAUD,1/3/2013,1,2013,No,No,42.2619841,-71.10973973,02136
1712,OTHER LARCENY,12/1/2013,12,2013,No,No,42.32543556,-71.06387302,02125
1713,VAL,1/11/2013,1,2013,No,No,42.23730137,-71.13227954,02136
1714,InvPer,9/21/2013,9,2013,No,No,42.34729635,-71.13767453,02134
1715,FORGERY,10/6/2013,10,2013,No,No,42.32543556,-71.06387302,02125
1716,VAL,5/18/2013,5,2013,No,No,42.30234264,-71.08540163,02121
1717,MVAcc,8/8/2013,8,2013,No,No,42.23970137,-71.13378955,02136
1718,MVAcc,8/14/2013,8,2013,No,No,42.32543556,-71.06387302,02125
1719,LARCENY FROM MOTOR VEHICLE,8/9/2013,8,2013,No,No,42.32220635,-71.08208955,02119
1720,PersLoc,4/17/2013,4,2013,No,No,42.32011135,-71.04118957,02125
1721,FRAUD,6/13/2013,6,2013,No,No,42.28744136,-71.07230456,02124
1722,OTHER,10/29/2013,10,2013,No,No,42.30261635,-71.06034456,02122
1723,OTHER LARCENY,9/15/2013,9,2013,No,No,42.34923635,-71.08036955,02116
1724,DRUG CHARGES,9/20/2013,9,2013,No,No,42.30611136,-71.07843956,02121
1725,TOWED,9/12/2013,9,2013,No,No,42.35195635,-71.08200456,02116
1726,VANDALISM,10/1/2013,10,2013,No,No,42.33109591,-71.09038894,02119
1727,MVAcc,7/27/2013,7,2013,No,No,42.34924634,-71.06378456,02111
1728,InvProp,7/15/2013,7,2013,No,No,42.31776135,-71.09824955,02119
1729,TOWED,2/10/2013,2,2013,No,No,42.34909635,-71.15358453,02135
1730,PersLoc,5/7/2013,5,2013,No,No,42.36142878,-71.14368558,02135
1731,SIMPLE ASSAULT,9/10/2013,9,2013,No,No,42.36345634,-71.05483956,02113
1732,PersLoc,10/25/2013,10,2013,No,No,42.31307204,-71.06931498,02125
1733,FRAUD,10/29/2013,10,2013,No,No,42.27131136,-71.08179956,02126
1734,MedAssist,12/18/2013,12,2013,No,No,42.24827757,-71.11677338,02136
1735,InvPer,4/12/2013,4,2013,No,No,42.33687135,-71.04569955,02127
1736,DRUG CHARGES,11/2/2013,11,2013,No,No,42.35163135,-71.06423957,02116
1737,OTHER LARCENY,7/10/2013,7,2013,No,No,42.35586683,-71.05996907,02110
1738,RESIDENTIAL BURGLARY,3/19/2013,3,2013,No,No,42.31463635,-71.07623956,02125
1739,SIMPLE ASSAULT,11/6/2013,11,2013,No,No,42.25747137,-71.12166955,02136
1740,OTHER LARCENY,2/7/2013,2,2013,No,No,42.33388135,-71.10399454,02120
1741,VANDALISM,4/24/2013,4,2013,No,No,42.30861136,-71.08591956,02121
1742,STOLEN PROPERTY CHARGES,10/25/2013,10,2013,No,No,42.30081135,-71.11296955,02130
1743,OTHER LARCENY,4/29/2013,4,2013,No,No,42.34584384,-71.16023417,02135
1744,OPERATING UNDER INFLUENCE,12/21/2013,12,2013,No,No,42.31052083,-71.07150514,02125
1745,RESIDENTIAL BURGLARY,10/11/2013,10,2013,No,No,42.37697634,-71.03645457,02128
1746,SIMPLE ASSAULT,12/16/2013,12,2013,No,No,42.30366135,-71.08103456,02121
1747,SIMPLE ASSAULT,1/28/2013,1,2013,No,No,42.36233388,-71.13260712,02134
1748,OTHER LARCENY,5/16/2013,5,2013,No,No,42.28465258,-71.07842092,02124
1749,InvPer,8/1/2013,8,2013,No,No,42.31754135,-71.05669957,02125
1750,VAL,3/2/2013,3,2013,No,No,42.28010137,-71.13491954,02131
1751,LARCENY FROM MOTOR VEHICLE,12/29/2013,12,2013,No,No,42.34978635,-71.08665955,02115
1752,OTHER LARCENY,2/14/2013,2,2013,No,No,42.32543556,-71.06387302,02125
1753,MedAssist,3/29/2013,3,2013,No,No,42.28693136,-71.13043954,02131
1754,Arrest,1/30/2013,1,2013,No,No,42.28278068,-71.08877995,02124
1755,TOWED,10/19/2013,10,2013,No,No,42.34315135,-71.09586955,02215
1756,OTHER LARCENY,1/13/2013,1,2013,No,No,42.3257856,-71.08563716,02119
1757,InvProp,1/1/2013,1,2013,No,No,42.28109137,-71.14713952,02132
1758,VANDALISM,10/9/2013,10,2013,No,No,42.34437635,-71.07739455,02116
1759,SIMPLE ASSAULT,5/11/2013,5,2013,No,No,42.35771947,-71.05953031,02108
1760,DEATH INVESTIGATION,6/19/2013,6,2013,No,No,42.31046635,-71.05676457,02125
1761,MedAssist,11/9/2013,11,2013,No,No,42.26795957,-71.09472696,02126
1762,SIMPLE ASSAULT,4/21/2013,4,2013,No,No,42.33349135,-71.07350956,02119
1763,OTHER LARCENY,9/24/2013,9,2013,No,No,42.35981634,-71.05569956,02109
1764,VAL,4/10/2013,4,2013,No,No,42.3107804,-71.07130327,02125
1765,LARCENY FROM MOTOR VEHICLE,8/25/2013,8,2013,No,No,42.33204494,-71.10098797,02120
1766,FIRE,6/1/2013,6,2013,No,No,42.34583289,-71.15293089,02135
1767,PROSTITUTION CHARGES,9/11/2013,9,2013,No,No,42.28457136,-71.04523457,02122
1768,PropLost,7/2/2013,7,2013,No,No,42.35882804,-71.05836216,02201
1769,LARCENY FROM MOTOR VEHICLE,5/13/2013,5,2013,No,No,42.34802135,-71.09495955,02215
1770,SIMPLE ASSAULT,5/11/2013,5,2013,No,No,42.34873634,-71.06542956,02111
1771,Argue,3/19/2013,3,2013,No,No,42.31637136,-71.08690956,02121
1772,AUTO THEFT,8/16/2013,8,2013,No,No,42.28271124,-71.11896968,02131
1773,VAL,8/1/2013,8,2013,No,No,42.36389785,-71.05508032,02113
1774,VANDALISM,2/12/2013,2,2013,No,No,42.34757135,-71.10349454,02215
1775,OTHER LARCENY,11/5/2013,11,2013,No,No,42.35515135,-71.06203955,02111
1776,SIMPLE ASSAULT,5/11/2013,5,2013,No,No,42.33139635,-71.08233956,02119
1777,VANDALISM,2/14/2013,2,2013,No,No,42.37951134,-71.02861458,02128
1778,BENoProp,5/14/2013,5,2013,No,No,42.34094039,-71.05514686,02127
1779,VAL,6/21/2013,6,2013,No,No,42.38362634,-71.01564958,02128
1780,PersLoc,8/18/2013,8,2013,No,No,42.28163636,-71.08850956,02126
1781,PropLost,8/12/2013,8,2013,No,No,42.26341503,-71.15144765,02132
1782,AUTO THEFT,3/18/2013,3,2013,No,No,42.30572646,-71.05754941,02122
1783,MVAcc,10/19/2013,10,2013,No,No,42.35173635,-71.12175454,02215
1784,MVAcc,2/26/2013,2,2013,No,No,42.28514136,-71.09210955,02124
1785,Landlord,12/19/2013,12,2013,No,No,42.30042635,-71.06767956,02124
1786,MVAcc,3/16/2013,3,2013,No,No,42.30336136,-71.07139956,02122
1787,OTHER LARCENY,7/18/2013,7,2013,No,No,42.35234134,-71.06434956,02116
1788,FRAUD,11/23/2013,11,2013,No,No,42.34865634,-71.08256955,02199
1789,VANDALISM,4/2/2013,4,2013,No,No,42.36505924,-71.03328136,02128
1790,OTHER LARCENY,2/12/2013,2,2013,No,No,42.32543556,-71.06387302,02125
1791,MedAssist,7/25/2013,7,2013,No,No,42.29487404,-71.04731405,02122
1792,AUTO THEFT,10/5/2013,10,2013,No,No,42.34674635,-71.07328955,02116
1793,PropFound,11/12/2013,11,2013,No,No,42.33372337,-71.09095643,02120
1794,Arrest,11/15/2013,11,2013,No,No,42.31607135,-71.09520455,02119
1795,SIMPLE ASSAULT,1/26/2013,1,2013,No,No,42.35692134,-71.05876956,02109
1796,PropFound,1/14/2013,1,2013,No,No,42.28760636,-71.04133957,02122
1797,BENoProp,9/1/2013,9,2013,No,No,42.26170136,-71.11385455,02136
1798,FRAUD,6/24/2013,6,2013,No,No,42.27933637,-71.09133954,02126
1799,LARCENY FROM MOTOR VEHICLE,11/20/2013,11,2013,No,No,42.33870135,-71.08145456,02118
1800,VAL,7/14/2013,7,2013,No,No,42.31976135,-71.07191956,02125
1801,SIMPLE ASSAULT,7/10/2013,7,2013,No,No,42.36380634,-71.05705956,02113
1802,InvPer,8/11/2013,8,2013,No,No,42.26125392,-71.15787702,02132
1803,InvProp,12/21/2013,12,2013,No,No,42.26250375,-71.14667823,02132
1804,OTHER LARCENY,5/10/2013,5,2013,No,No,42.35220805,-71.12414873,02215
1805,Service,9/10/2013,9,2013,No,No,42.27729637,-71.09481454,02126
1806,OTHER LARCENY,3/19/2013,3,2013,No,No,42.35494078,-71.05644456,02110
1807,LARCENY FROM MOTOR VEHICLE,9/23/2013,9,2013,No,No,42.33131637,-71.05696736,02127
1808,PropLost,10/15/2013,10,2013,No,No,42.35249634,-71.06665956,02108
1809,OTHER LARCENY,5/6/2013,5,2013,No,No,42.35113634,-71.07341456,02116
1810,COMMERCIAL BURGLARY,1/17/2013,1,2013,No,No,42.34938634,-71.04993456,02210
1811,VAL,6/14/2013,6,2013,No,No,42.29040417,-71.13433782,02131
1812,OTHER LARCENY,10/9/2013,10,2013,No,No,42.31389135,-71.11406955,02130
1813,VAL,1/26/2013,1,2013,No,No,42.29983307,-71.07246036,02124
1814,LARCENY FROM MOTOR VEHICLE,9/8/2013,9,2013,No,No,42.30497059,-71.12973635,02130
1815,VANDALISM,12/24/2013,12,2013,No,No,42.33391135,-71.08503955,02120
1816,PropLost,6/3/2013,6,2013,No,No,42.36198634,-71.06197456,02114
1817,TOWED,9/27/2013,9,2013,No,No,42.33193135,-71.03324957,02127
1818,OTHER LARCENY,8/13/2013,8,2013,No,No,42.35216634,-71.06737456,02116
1819,OTHER LARCENY,2/28/2013,2,2013,No,No,42.33046635,-71.04343957,02127
1820,InvPer,2/1/2013,2,2013,No,No,42.37805226,-71.06492502,02129
1821,DRUG CHARGES,4/5/2013,4,2013,No,No,42.28415136,-71.13255454,02131
1822,ROBBERY,5/7/2013,5,2013,No,No,42.28875136,-71.07113956,02124
1823,PropLost,12/21/2013,12,2013,No,No,42.36829134,-71.03476958,02128
1824,InvProp,5/6/2013,5,2013,No,No,42.34924634,-71.06378456,02111
1825,PropLost,9/4/2013,9,2013,No,No,42.26340741,-71.11482123,02136
1826,OTHER LARCENY,11/5/2013,11,2013,No,No,42.35591634,-71.06252456,02108
1827,OTHER LARCENY,8/17/2013,8,2013,No,No,42.33602635,-71.07995956,02118
1828,VANDALISM,4/12/2013,4,2013,No,No,42.3107804,-71.07130327,02125
1829,VAL,10/12/2013,10,2013,No,No,42.31851135,-71.09665956,02119
1830,VAL,2/4/2013,2,2013,No,No,42.34346135,-71.06431957,02118
1831,LARCENY FROM MOTOR VEHICLE,6/27/2013,6,2013,No,No,42.33690635,-71.08689455,02120
1832,MedAssist,2/25/2013,2,2013,No,No,42.29989136,-71.06425457,02122
1833,VAL,4/11/2013,4,2013,No,No,42.30305136,-71.06815957,02122
1834,InvProp,6/15/2013,6,2013,No,No,42.31839635,-71.07635456,02125
1835,07RV,3/19/2013,3,2013,No,No,42.39214002,-71.00887398,02128
1836,AGGRAVATED ASSAULT,9/28/2013,9,2013,No,No,42.31947158,-71.097081,02119
1837,DISORDERLY,10/18/2013,10,2013,No,No,42.25747137,-71.12166955,02136
1838,VAL,2/3/2013,2,2013,No,No,42.29320136,-71.07187956,02124
